Tweet,Suicide,Clean_Tweet
honestly i dont want to be here anymore,Potential Suicide post ,honestly dont want anymore
my unofficial diagnosis is bipolar schizoaffective disorder it was a nightmare with so much trial and error with all sorts of therapies my medication a cocktail of about 20 pills a day has gotten me to a point where i can function day to day i dont know how i feel right now all i know though is i want it to stop,Potential Suicide post ,unofficial diagnosis bipolar schizoaffective disorder nightmare much trial error sort therapy medication cocktail 20 pill day gotten point function day day dont know feel right know though want stop
when i die i want to have a closed casket service at my memorial then i want them to play pop goes the weasel a,Potential Suicide post ,die want closed casket service memorial want play pop go weasel
celebrating a minor banking triumph that's banking with a b got one to admit it was wrong,Not Suicide post,celebrating minor banking triumph 's banking b got one admit wrong
maybe i hate myself,Potential Suicide post ,maybe hate
im tired of living the regular life,Potential Suicide post ,im tired living regular life
im tired of living like this,Potential Suicide post ,im tired living like
glad you enjoyed it,Not Suicide post,glad enjoyed
to no one i'm not fucking okay stop asking me if i am stop asking me what's wrong if i knew then i'd fucking sa,Potential Suicide post ,one 'm fucking okay stop asking stop asking 's wrong knew 'd fucking sa
hey your stuff's quite good can you get it on itunes,Not Suicide post,hey stuff 's quite good get itunes
if you want to win first you need to understand the game that youre playing,Not Suicide post,want win first need understand game youre playing
my bby is so adorable,Not Suicide post,bby adorable
thanks for helping share the postrank love,Not Suicide post,thanks helping share postrank love
interesting to note how twitter is like brandingthe more you tweet the more people follow thanks for the follow alister mark greg,Not Suicide post,interesting note twitter like brandingthe tweet people follow thanks follow alister mark greg
we've got a snorer in the it pro track really it's quite interesting,Not Suicide post,'ve got snorer pro track really 's quite interesting
we're both famous,Not Suicide post,'re famous
my weird dreams are a paof my life now and make me who i am xxxxxxxxx,Not Suicide post,weird dream paof life make xxxxxxxxx
tired of living this lonely life,Potential Suicide post ,tired living lonely life
that is optin dm invites,Not Suicide post,optin dm invite
hei knew that even if i reached my dream it could not be everything i love you i was sick that we could get tir,Potential Suicide post ,hei knew even reached dream could everything love sick could get tir
good morning everyone i hope you have a great stato the day raises cup of coffee,Not Suicide post,good morning everyone hope great stato day raise cup coffee
he was a very good boy he looks even cuter now if such a thing were possible,Not Suicide post,good boy look even cuter thing possible
i want to kill him,Not Suicide post,want kill
appreciate and be grateful for every given moment and live your life with love joy,Not Suicide post,appreciate grateful every given moment live life love joy
i'm fucking tired of people's tweet today oh my god stop treating romance like it revolves around everything you won't d,Potential Suicide post ,'m fucking tired people 's tweet today oh god stop treating romance like revolves around everything wo n't
have a great day back at ya,Not Suicide post,great day back ya
too bad make it a good show,Not Suicide post,bad make good show
the jobs front doesnt look so bleak today,Not Suicide post,job front doesnt look bleak today
my work schedule for next week makes me want to die im not ready,Potential Suicide post ,work schedule next week make want die im ready
ye but i still rather imagine my dad is some american superstar than just a bum it keeps me happy,Not Suicide post,ye still rather imagine dad american superstar bum keep happy
congratulations to coach lanter for winning his first career ga,Not Suicide post,congratulation coach lanter winning first career ga
oh my heahurts so good i love you babe so bad,Not Suicide post,oh heahurts good love babe bad
crawling out of helli dont want to be here anymore,Potential Suicide post ,crawling helli dont want anymore
sbux is exclusively playing rostam and beck i am loving it,Not Suicide post,sbux exclusively playing rostam beck loving
