Tweet,Suicide,Clean_Tweet
i dont want to go back to school rn i dont want to drive there i dont want to do this stupid project i just w,Potential Suicide post ,"['i', 'dont', 'want', 'to', 'go', 'back', 'to', 'school', 'rn', 'i', 'dont', 'want', 'to', 'drive', 'there', 'i', 'dont', 'want', 'to', 'do', 'this', 'stupid', 'project', 'i', 'just', 'w']"
northen irelandim sorry if i really want my life to end im sorry i drank for week straight i am sorry but its hard to say its going to be fine when my life has never been fine atall im sorry i just dont want to be here anymore,Potential Suicide post ,"['northen', 'irelandim', 'sorry', 'if', 'i', 'really', 'want', 'my', 'life', 'to', 'end', 'im', 'sorry', 'i', 'drank', 'for', 'week', 'straight', 'i', 'am', 'sorry', 'but', 'its', 'hard', 'to', 'say', 'its', 'going', 'to', 'be', 'fine', 'when', 'my', 'life', 'has', 'never', 'been', 'fine', 'atall', 'im', 'sorry', 'i', 'just', 'dont', 'want', 'to', 'be', 'here', 'anymore']"
thats on gh3 send it later since you completley missed fridays lyrics,Not Suicide post,"['thats', 'on', 'gh3', 'send', 'it', 'later', 'since', 'you', 'completley', 'missed', 'fridays', 'lyrics']"
thinks she found a good group to help her refocus,Not Suicide post,"['thinks', 'she', 'found', 'a', 'good', 'group', 'to', 'help', 'her', 'refocus']"
had a good statoday,Not Suicide post,"['had', 'a', 'good', 'statoday']"
just got out of the film had some giggles i lt3 colbert,Not Suicide post,"['just', 'got', 'out', 'of', 'the', 'film', 'had', 'some', 'giggles', 'i', 'lt3', 'colbert']"
yah hope so btw if you want to we could do dinner this thursday,Not Suicide post,"['yah', 'hope', 'so', 'btw', 'if', 'you', 'want', 'to', 'we', 'could', 'do', 'dinner', 'this', 'thursday']"
wine food nice people having fun today at 7pm at delidelux,Not Suicide post,"['wine', 'food', 'nice', 'people', 'having', 'fun', 'today', 'at', '7pm', 'at', 'delidelux']"
i see you are a fast learner lol you went to no messages to a few pages full in just one night go head ms sonya,Not Suicide post,"['i', 'see', 'you', 'are', 'a', 'fast', 'learner', 'lol', 'you', 'went', 'to', 'no', 'messages', 'to', 'a', 'few', 'pages', 'full', 'in', 'just', 'one', 'night', 'go', 'head', 'ms', 'sonya']"
styling hunting today in brick lane and west end later on today and i need to get a canon 50mm f18 lens at jacobs,Not Suicide post,"['styling', 'hunting', 'today', 'in', 'brick', 'lane', 'and', 'west', 'end', 'later', 'on', 'today', 'and', 'i', 'need', 'to', 'get', 'a', 'canon', '50mm', 'f18', 'lens', 'at', 'jacobs']"
thas goodi think i might go have fun too,Not Suicide post,"['thas', 'goodi', 'think', 'i', 'might', 'go', 'have', 'fun', 'too']"
i tried to be good and not buy food but i dead ass want chipotles chicken and rice rn,Potential Suicide post ,"['i', 'tried', 'to', 'be', 'good', 'and', 'not', 'buy', 'food', 'but', 'i', 'dead', 'ass', 'want', 'chipotles', 'chicken', 'and', 'rice', 'rn']"
watching my figured this am so no maple frosted today just the delicious dd coffee,Not Suicide post,"['watching', 'my', 'figured', 'this', 'am', 'so', 'no', 'maple', 'frosted', 'today', 'just', 'the', 'delicious', 'dd', 'coffee']"
i will have a stan chacard not because i want it but because its the only way for me to access money that i have earned,Not Suicide post,"['i', 'will', 'have', 'a', 'stan', 'chacard', 'not', 'because', 'i', 'want', 'it', 'but', 'because', 'its', 'the', 'only', 'way', 'for', 'me', 'to', 'access', 'money', 'that', 'i', 'have', 'earned']"
generic shit whats the fucking point of life if you are literally incapable of achieving happiness like fuck dude i am drunk and i feel even shittier than sober i give myself one week and if i still feel like complete fucking shit like i have been for the past few years thats it i m done,Potential Suicide post ,"['generic', 'shit', 'whats', 'the', 'fucking', 'point', 'of', 'life', 'if', 'you', 'are', 'literally', 'incapable', 'of', 'achieving', 'happiness', 'like', 'fuck', 'dude', 'i', 'am', 'drunk', 'and', 'i', 'feel', 'even', 'shittier', 'than', 'sober', 'i', 'give', 'myself', 'one', 'week', 'and', 'if', 'i', 'still', 'feel', 'like', 'complete', 'fucking', 'shit', 'like', 'i', 'have', 'been', 'for', 'the', 'past', 'few', 'years', 'thats', 'it', 'i', 'm', 'done']"
congrats hopefully we will be seeing you in the fall,Not Suicide post,"['congrats', 'hopefully', 'we', 'will', 'be', 'seeing', 'you', 'in', 'the', 'fall']"
sigh i hate this i hardly get time to myself and have fun anymore with me have to go to sleep early and waking up,Potential Suicide post ,"['sigh', 'i', 'hate', 'this', 'i', 'hardly', 'get', 'time', 'to', 'myself', 'and', 'have', 'fun', 'anymore', 'with', 'me', 'have', 'to', 'go', 'to', 'sleep', 'early', 'and', 'waking', 'up']"
i adore your music you are extremely talented,Not Suicide post,"['i', 'adore', 'your', 'music', 'you', 'are', 'extremely', 'talented']"
can this please be over with i'm tired of everything from to my coffee maker have a popup,Potential Suicide post ,"['can', 'this', 'please', 'be', 'over', 'with', 'i', ""'m"", 'tired', 'of', 'everything', 'from', 'to', 'my', 'coffee', 'maker', 'have', 'a', 'popup']"
paxton fans keep up the good work this young lady is really talented,Not Suicide post,"['paxton', 'fans', 'keep', 'up', 'the', 'good', 'work', 'this', 'young', 'lady', 'is', 'really', 'talented']"
damn my fbi agent must hate me i saw this as soon as i asked myself why are you always tired,Potential Suicide post ,"['damn', 'my', 'fbi', 'agent', 'must', 'hate', 'me', 'i', 'saw', 'this', 'as', 'soon', 'as', 'i', 'asked', 'myself', 'why', 'are', 'you', 'always', 'tired']"
is kicking back with a beer and watching of all things a tacky chick flickehwe gotta do it now and then,Not Suicide post,"['is', 'kicking', 'back', 'with', 'a', 'beer', 'and', 'watching', 'of', 'all', 'things', 'a', 'tacky', 'chick', 'flickehwe', 'got', 'ta', 'do', 'it', 'now', 'and', 'then']"
the rapper lzaro leonado rodriguez betancul best known for viva cuba free or pupito this detainee in the area of,Not Suicide post,"['the', 'rapper', 'lzaro', 'leonado', 'rodriguez', 'betancul', 'best', 'known', 'for', 'viva', 'cuba', 'free', 'or', 'pupito', 'this', 'detainee', 'in', 'the', 'area', 'of']"
pardon was just a little ad im currently testing twitter a bit didnt want to confuse anyone,Not Suicide post,"['pardon', 'was', 'just', 'a', 'little', 'ad', 'im', 'currently', 'testing', 'twitter', 'a', 'bit', 'didnt', 'want', 'to', 'confuse', 'anyone']"
glad to hear it im ok thanx,Not Suicide post,"['glad', 'to', 'hear', 'it', 'im', 'ok', 'thanx']"
i hate myself so much,Potential Suicide post ,"['i', 'hate', 'myself', 'so', 'much']"
glad you enjoyed your first day frend,Not Suicide post,"['glad', 'you', 'enjoyed', 'your', 'first', 'day', 'frend']"
he is tired,Not Suicide post,"['he', 'is', 'tired']"
good morning with apologies to my mstate friends all i have to say is woohoo tar nation better luck next year boys,Not Suicide post,"['good', 'morning', 'with', 'apologies', 'to', 'my', 'mstate', 'friends', 'all', 'i', 'have', 'to', 'say', 'is', 'woohoo', 'tar', 'nation', 'better', 'luck', 'next', 'year', 'boys']"
how did the interviewing go today did she get your seal of approval,Not Suicide post,"['how', 'did', 'the', 'interviewing', 'go', 'today', 'did', 'she', 'get', 'your', 'seal', 'of', 'approval']"
yesbut today daddy has them i'm out for the day to work,Not Suicide post,"['yesbut', 'today', 'daddy', 'has', 'them', 'i', ""'m"", 'out', 'for', 'the', 'day', 'to', 'work']"
hey remember me i watched your car so you wouldnt get a ticket after minskeys you're still fabulous,Not Suicide post,"['hey', 'remember', 'me', 'i', 'watched', 'your', 'car', 'so', 'you', 'wouldnt', 'get', 'a', 'ticket', 'after', 'minskeys', 'you', ""'re"", 'still', 'fabulous']"
do you like spongebob amp only like 17 days until mcfly edinburgh then the next day glasgow then the next day newcastle yaldy,Not Suicide post,"['do', 'you', 'like', 'spongebob', 'amp', 'only', 'like', '17', 'days', 'until', 'mcfly', 'edinburgh', 'then', 'the', 'next', 'day', 'glasgow', 'then', 'the', 'next', 'day', 'newcastle', 'yaldy']"
might go out and see marble today,Not Suicide post,"['might', 'go', 'out', 'and', 'see', 'marble', 'today']"
at this point i dont even mind the pain i just want out of life,Potential Suicide post ,"['at', 'this', 'point', 'i', 'dont', 'even', 'mind', 'the', 'pain', 'i', 'just', 'want', 'out', 'of', 'life']"
wwwyoutubecomtitomi15watch the videoscommentampsuscribe amp follow me cheers x,Not Suicide post,"['wwwyoutubecomtitomi15watch', 'the', 'videoscommentampsuscribe', 'amp', 'follow', 'me', 'cheers', 'x']"
i want to wake up watch the sunrise and sun set then go to sleep everyday forever,Potential Suicide post ,"['i', 'want', 'to', 'wake', 'up', 'watch', 'the', 'sunrise', 'and', 'sun', 'set', 'then', 'go', 'to', 'sleep', 'everyday', 'forever']"
texas arizona i literally cant explain everything so much has happened i dont want to be here anymore wtf is even the point i literally,Potential Suicide post ,"['texas', 'arizona', 'i', 'literally', 'cant', 'explain', 'everything', 'so', 'much', 'has', 'happened', 'i', 'dont', 'want', 'to', 'be', 'here', 'anymore', 'wtf', 'is', 'even', 'the', 'point', 'i', 'literally']"
can you do something about demo holy fucking shit its been months without anything done do you not reali,Potential Suicide post ,"['can', 'you', 'do', 'something', 'about', 'demo', 'holy', 'fucking', 'shit', 'its', 'been', 'months', 'without', 'anything', 'done', 'do', 'you', 'not', 'reali']"
we have the location updated on the dakno blog always looking out for the rebc peeps,Not Suicide post,"['we', 'have', 'the', 'location', 'updated', 'on', 'the', 'dakno', 'blog', 'always', 'looking', 'out', 'for', 'the', 'rebc', 'peeps']"
school is the worst i get so nervous and worked up about it that i throw up or pass out i will force myself to pass out by hyperventilating just to get a break from it all i dont know what to do and i am starting to get suicidal thoughts my mom only shames me for procrastinating too much or poor me shit please help,Potential Suicide post ,"['school', 'is', 'the', 'worst', 'i', 'get', 'so', 'nervous', 'and', 'worked', 'up', 'about', 'it', 'that', 'i', 'throw', 'up', 'or', 'pass', 'out', 'i', 'will', 'force', 'myself', 'to', 'pass', 'out', 'by', 'hyperventilating', 'just', 'to', 'get', 'a', 'break', 'from', 'it', 'all', 'i', 'dont', 'know', 'what', 'to', 'do', 'and', 'i', 'am', 'starting', 'to', 'get', 'suicidal', 'thoughts', 'my', 'mom', 'only', 'shames', 'me', 'for', 'procrastinating', 'too', 'much', 'or', 'poor', 'me', 'shit', 'please', 'help']"
well do you want me to come back home,Not Suicide post,"['well', 'do', 'you', 'want', 'me', 'to', 'come', 'back', 'home']"
florida usa waiting for the end please chester let me come with you up in heaven i dont want to fight this anymore nobody cares here so why bother,Potential Suicide post ,"['florida', 'usa', 'waiting', 'for', 'the', 'end', 'please', 'chester', 'let', 'me', 'come', 'with', 'you', 'up', 'in', 'heaven', 'i', 'dont', 'want', 'to', 'fight', 'this', 'anymore', 'nobody', 'cares', 'here', 'so', 'why', 'bother']"
oh i can understand why you would want to deceive people i just don't understand how you can involve your family in such a thing ndash especially tammy,Not Suicide post,"['oh', 'i', 'can', 'understand', 'why', 'you', 'would', 'want', 'to', 'deceive', 'people', 'i', 'just', 'do', ""n't"", 'understand', 'how', 'you', 'can', 'involve', 'your', 'family', 'in', 'such', 'a', 'thing', 'ndash', 'especially', 'tammy']"
busy times at elstree studios new arrivals include murderland secret diary of a call girl reuniting the rubins huge sainsburys,Not Suicide post,"['busy', 'times', 'at', 'elstree', 'studios', 'new', 'arrivals', 'include', 'murderland', 'secret', 'diary', 'of', 'a', 'call', 'girl', 'reuniting', 'the', 'rubins', 'huge', 'sainsburys']"
i wouldnt say quotthe best books ever writtenquot but they are quite close though i was a bit disappointed about the 7th,Not Suicide post,"['i', 'wouldnt', 'say', 'quotthe', 'best', 'books', 'ever', 'writtenquot', 'but', 'they', 'are', 'quite', 'close', 'though', 'i', 'was', 'a', 'bit', 'disappointed', 'about', 'the', '7th']"
i hope god takes me soon i legit am tired of living and really just want to die i feel like crying for everything l,Potential Suicide post ,"['i', 'hope', 'god', 'takes', 'me', 'soon', 'i', 'legit', 'am', 'tired', 'of', 'living', 'and', 'really', 'just', 'want', 'to', 'die', 'i', 'feel', 'like', 'crying', 'for', 'everything', 'l']"
i didn't want to eat other's foodd dun make me sound so bad lah i just have another crave for foodthat's all,Not Suicide post,"['i', 'did', ""n't"", 'want', 'to', 'eat', 'other', ""'s"", 'foodd', 'dun', 'make', 'me', 'sound', 'so', 'bad', 'lah', 'i', 'just', 'have', 'another', 'crave', 'for', 'foodthat', ""'s"", 'all']"
too funny,Not Suicide post,"['too', 'funny']"
yeah i thought hollywood was teaching us to be green and now the top movie is about really really powerful cars going fast,Not Suicide post,"['yeah', 'i', 'thought', 'hollywood', 'was', 'teaching', 'us', 'to', 'be', 'green', 'and', 'now', 'the', 'top', 'movie', 'is', 'about', 'really', 'really', 'powerful', 'cars', 'going', 'fast']"
i'm pleased to announce that i will be releasing a limited amount of my 'why you mad' merch this friday,Not Suicide post,"['i', ""'m"", 'pleased', 'to', 'announce', 'that', 'i', 'will', 'be', 'releasing', 'a', 'limited', 'amount', 'of', 'my', ""'why"", 'you', 'mad', ""'"", 'merch', 'this', 'friday']"
thanks for the welcome mark,Not Suicide post,"['thanks', 'for', 'the', 'welcome', 'mark']"
i really hate myself this much to wait in this long ass line damn,Potential Suicide post ,"['i', 'really', 'hate', 'myself', 'this', 'much', 'to', 'wait', 'in', 'this', 'long', 'ass', 'line', 'damn']"
did you go to the gerhard richter exhibition i love it there,Not Suicide post,"['did', 'you', 'go', 'to', 'the', 'gerhard', 'richter', 'exhibition', 'i', 'love', 'it', 'there']"
horror scope quotdoing boring desk work will take constant mental readjustment nowquot and that's different from every other day how,Not Suicide post,"['horror', 'scope', 'quotdoing', 'boring', 'desk', 'work', 'will', 'take', 'constant', 'mental', 'readjustment', 'nowquot', 'and', 'that', ""'s"", 'different', 'from', 'every', 'other', 'day', 'how']"
congratulations to vivian stringer on your 1000th win tonight an amazing accomplishment for an amazing woman you sta,Not Suicide post,"['congratulations', 'to', 'vivian', 'stringer', 'on', 'your', '1000th', 'win', 'tonight', 'an', 'amazing', 'accomplishment', 'for', 'an', 'amazing', 'woman', 'you', 'sta']"
he is not tired,Not Suicide post,"['he', 'is', 'not', 'tired']"
ah you refer to the tabloid not letters i see in that case i must add an additional rephrasing quoti don'tquot,Not Suicide post,"['ah', 'you', 'refer', 'to', 'the', 'tabloid', 'not', 'letters', 'i', 'see', 'in', 'that', 'case', 'i', 'must', 'add', 'an', 'additional', 'rephrasing', 'quoti', ""don'tquot""]"
breaking off a serious relationship and saying i still want to be close friends is like saying the dog is dead but i,Potential Suicide post ,"['breaking', 'off', 'a', 'serious', 'relationship', 'and', 'saying', 'i', 'still', 'want', 'to', 'be', 'close', 'friends', 'is', 'like', 'saying', 'the', 'dog', 'is', 'dead', 'but', 'i']"
i laughed so hard at that statement so hard i needed that thank you,Not Suicide post,"['i', 'laughed', 'so', 'hard', 'at', 'that', 'statement', 'so', 'hard', 'i', 'needed', 'that', 'thank', 'you']"
my wife on his will it says he's left all his updog to you,Potential Suicide post ,"['my', 'wife', 'on', 'his', 'will', 'it', 'says', 'he', ""'s"", 'left', 'all', 'his', 'updog', 'to', 'you']"
time to bust out the green wing,Not Suicide post,"['time', 'to', 'bust', 'out', 'the', 'green', 'wing']"
delighted to join the centenary celebrations of patna university sharing my speech during the programme today,Not Suicide post,"['delighted', 'to', 'join', 'the', 'centenary', 'celebrations', 'of', 'patna', 'university', 'sharing', 'my', 'speech', 'during', 'the', 'programme', 'today']"
